stockId,name,ReturnOfNetTangibleAssets_FirstQuartile,ONWR,LongDebtRatio,YoY,OperatingProfitMargin,ReturnOfEquity_FirstQuartile,GrossProfitRatio,AnnualizedReturn,SalesToPrice
6245,立端,8,2,7,0,8,9,8,8,6
6246,臺龍,0,4,9,0,0,0,2,0,10
6248,沛波,5,9,4,9,2,8,1,10,10
6257,矽格,8,3,2,4,7,7,5,7,6
6259,百徽,3,3,7,7,3,2,6,5,9
6261,久元,8,4,7,0,6,6,6,5,5
6263,普萊德,10,1,8,8,10,10,9,6,2
6264,富裔,0,10,1,0,0,0,1,0,7
6265,方土昶,0,2,9,8,0,0,0,0,7
6266,泰詠,7,3,7,0,6,7,3,9,7
6269,台郡,8,5,5,0,3,8,3,9,9
6270,倍微,7,3,10,0,1,5,1,6,10
6271,同欣電,8,2,3,1,6,6,5,4,5
6274,台燿,8,5,5,6,5,9,4,2,5
6275,元山,4,10,2,8,3,5,4,6,8
6276,安鈦克,4,3,9,2,5,3,7,7,6
6277,宏正,9,7,6,0,8,9,10,8,6
6278,台表科,7,4,5,8,4,9,2,10,10
6279,胡連,7,9,4,7,8,7,7,6,5
6281,全國電,7,7,2,0,2,10,4,7,10
6282,康舒,3,4,3,6,1,4,5,1,7
6283,淳安,0,3,9,9,0,0,2,0,5
6284,佳邦,6,4,3,8,6,4,6,7,6
6285,啟碁,5,9,7,2,3,6,3,7,9
6287,元隆,0,10,8,0,0,0,0,0,8
6288,聯嘉,1,9,5,5,0,1,3,0,6
6290,良維,7,8,6,5,6,8,5,9,7
6291,沛亨,0,3,10,0,10,0,8,5,2
6292,迅德,10,1,7,0,7,9,8,10,5
6294,智基,10,1,5,1,10,10,9,9,4
6404,0,0,1,10,0,0,0,1,1,1
6405,悅城,0,1,10,0,0,0,0,0,2
6409,0,10,5,6,5,9,10,7,1,1
6411,晶焱,10,9,10,3,8,9,9,3,3
6412,群電,7,8,10,1,6,10,5,6,6
6414,樺漢,3,4,4,6,3,3,5,10,10
6415,矽力*-KY,10,1,7,6,0,9,9,2,2
6416,瑞祺電通,7,7,3,0,6,7,6,5,6
6417,韋僑,7,8,2,0,8,7,7,6,3
6418,詠昇,0,5,2,9,4,0,5,6,8
6419,京晨科,0,1,5,10,1,0,9,4,4
6425,易發,0,8,3,10,0,0,6,0,7
6426,統新,4,3,8,6,0,2,1,0,3
6431,光麗-KY,0,3,3,8,0,0,5,0,4
6432,今展科,7,4,9,5,2,7,6,4,8
6435,大中,9,8,6,7,3,10,3,4,6
6438,迅得,6,5,3,0,8,8,7,9,7
6441,廣錠,0,8,10,0,0,0,3,0,3
6442,光聖,1,3,5,6,5,1,7,3,5
6443,元晶,0,9,3,0,4,0,3,5,6
6446,藥華藥,0,1,8,10,0,0,10,0,1
6449,鈺邦,6,5,6,8,7,7,6,6,4
6451,訊芯-KY,5,2,5,0,4,3,5,2,3
6456,GIS-KY,5,4,4,3,0,8,1,0,10
6457,紘康,9,7,8,9,0,7,5,0,4
6461,益得,0,9,1,10,0,0,0,0,1
6462,神盾,0,1,5,7,0,0,7,0,2
6464,台數科,10,1,1,2,10,7,10,9,4
6465,威潤,0,8,1,0,0,0,7,0,2
6469,大樹,5,7,1,2,3,8,6,2,4
6470,宇智,9,3,10,0,5,9,4,9,8
6472,保瑞,8,4,2,0,10,10,9,5,2
6477,安集,4,9,1,0,9,5,7,8,6
6482,弘煜科,0,1,8,1,8,0,10,4,3
6485,點序,7,6,10,0,4,5,9,4,5
6486,互動,9,5,4,9,6,10,9,9,6
6488,環球晶,10,7,2,0,10,10,8,9,3
6491,晶碩,10,3,8,3,10,10,10,6,2
6492,生華科,0,1,10,1,0,0,10,0,1
6494,九齊,10,6,7,10,2,8,7,2,6
6496,科懋,0,2,3,7,0,0,8,0,5
6499,益安,0,1,7,8,0,0,2,0,1
6504,南六,2,7,2,4,2,2,2,2,8
6505,台塑化,4,6,6,0,2,3,1,2,9
6506,0,4,10,1,5,0,4,2,1,1
6508,惠光,7,7,8,3,4,7,5,4,7
6509,聚和,5,9,6,3,7,7,6,9,7
6510,精測,9,5,10,2,0,7,9,2,3
6512,啟發電,0,2,10,10,0,0,4,0,6
6514,芮特-KY,9,1,8,5,7,8,7,6,5
6515,穎崴,10,8,7,0,8,10,8,3,2
6516,勤崴國際,2,9,7,0,7,1,10,2,2
6517,保勝光學,1,2,8,0,10,1,9,1,3
6523,達爾膚,9,1,10,7,10,7,10,7,2
6525,捷敏-KY,10,6,5,2,8,10,5,8,6
6526,達發,1,2,8,6,5,1,9,1,1
6527,明達醫,8,7,8,6,7,7,7,6,4
6530,創威,8,2,10,7,9,5,9,3,2
6531,愛普*,5,1,10,1,9,4,9,2,1
6532,瑞耘,9,9,10,6,9,9,8,8,3
6533,晶心科,3,1,8,4,0,2,10,0,1
6535,順藥,0,1,10,0,0,0,10,0,1
6538,倉和,8,6,5,6,9,7,9,6,3
6541,泰福-KY,0,4,1,0,0,0,10,0,1
6542,隆中,0,1,9,2,8,0,10,5,4
6546,正基,9,4,4,7,7,9,5,3,4
6547,高端疫苗,0,1,7,1,0,0,10,0,1
6548,長科*,8,3,3,1,7,9,5,6,5
6550,北極星藥業-KY,0,1,8,10,0,0,3,0,1
6552,易華電,5,4,2,7,0,5,1,0,7
6556,勝品,5,8,6,0,7,5,6,10,8
6558,興能高,0,4,8,0,0,0,3,0,5
6560,欣普羅,10,1,8,0,0,6,7,0,4
6561,是方,9,6,1,1,10,10,9,4,2
6568,宏觀,10,2,10,0,4,7,8,3,3
6569,醫揚,9,7,5,0,7,9,8,5,3
6570,維田,8,5,3,0,8,8,8,9,6
6573,虹揚-KY,0,10,3,8,0,0,1,0,8
6574,0,8,1,6,1,5,4,10,1,1
6576,逸達,0,1,4,7,0,0,10,0,1
6577,勁豐,10,6,8,1,6,10,6,9,5
6578,達邦蛋白,0,4,3,6,0,0,2,0,4
6579,研揚,6,3,7,3,7,4,8,6,4
6581,鋼聯,9,9,10,2,10,8,9,7,3
6582,申豐,9,2,10,0,0,8,2,0,3
6584,南俊國際,1,10,2,9,0,1,3,1,2
6585,鼎基,6,9,4,7,9,7,8,4,3
6588,東典光電,0,7,4,0,0,0,0,0,2
6589,台康生技,0,1,7,8,0,0,3,0,1
6590,普鴻,9,7,4,0,9,9,9,7,3
6591,動力-KY,7,6,4,9,5,6,7,9,8
6592,和潤企業,2,10,10,4,9,8,10,7,4
6593,台灣銘板,0,7,2,8,5,0,7,1,2
6596,寬宏藝術,2,3,9,0,6,0,6,6,6
6598,ABC-KY,0,1,2,5,0,0,10,0,2
6603,富強鑫,1,8,1,8,1,1,6,2,10
6605,帝寶,3,8,2,2,8,4,7,9,6
6606,建德工業,1,7,6,8,9,1,8,1,4
6609,瀧澤科,4,6,4,0,3,4,5,9,9
6612,奈米醫材,10,2,6,4,9,6,10,3,2
6613,朋億*,9,5,6,9,8,10,5,10,8
6615,慧智,6,7,6,4,0,5,7,4,5
6616,特昇-KY,1,3,3,8,0,0,2,0,10
6624,0,0,9,2,7,0,0,4,1,1
6625,必應,0,3,7,10,6,0,4,7,3
6629,泰金-KY,9,6,9,8,9,10,6,8,6
6640,均華,6,2,4,10,3,5,7,2,4
6641,基士德-KY,9,4,9,9,0,9,8,5,8
6642,富致,10,2,5,7,8,8,9,4,3
6643,0,10,2,10,4,10,10,10,1,1
6649,台生材,0,3,6,10,0,0,10,2,1
6651,全宇昕,10,6,9,4,9,10,8,10,6
6654,天正國際,2,5,1,7,0,2,4,0,4
6655,科定,5,10,1,10,8,8,9,3,3
6657,華安,1,1,10,10,0,1,10,1,1
6658,聯策,1,4,3,0,2,1,6,1,8
6661,威健生技,6,3,3,9,0,2,9,0,6
6662,樂斯科,9,3,5,9,9,7,9,6,3
6664,群翊,8,6,7,3,10,9,9,10,3
6666,羅麗芬-KY,7,1,7,10,6,4,10,3,3
6667,信紘科,5,6,4,6,8,7,6,6,5
6668,中揚光,0,6,4,4,0,0,1,0,3
6669,0,10,6,4,3,4,10,2,1,1
6670,復盛應用,10,5,5,0,6,10,5,10,8
6671,三能-KY,8,4,7,10,7,7,8,9,7
6672,騰輝電子-KY,8,6,6,1,6,9,7,8,7
6674,鋐寶科技,0,5,9,0,0,0,2,0,9
6679,鈺太,10,1,10,9,9,9,9,2,1
6680,鑫創電子,8,2,5,9,7,7,7,5,3
6683,雍智科技,10,2,10,1,10,10,10,5,2
6684,安格,0,1,8,10,0,0,7,0,1
6689,伊雲谷,6,2,8,4,1,4,3,2,8
6690,安碁資訊,8,8,5,2,7,9,9,5,4
6691,洋基工程,10,5,9,4,8,10,4,7,5
6693,廣閎科,2,4,3,5,1,1,4,0,4
6695,芯鼎,0,1,9,5,0,0,9,0,2
6697,東捷資訊,7,6,9,0,4,7,3,5,8
6698,旭暉應材,0,5,7,1,0,0,4,0,5
6703,軒郁,10,2,4,9,9,9,10,6,3
6706,惠特,8,3,3,0,0,8,2,0,7
6708,天擎,1,1,8,0,0,1,10,1,2
6712,長聖,10,1,10,8,10,9,10,5,1
6715,嘉基,7,4,7,6,9,7,8,5,4
6716,應廣,10,4,7,10,4,10,6,1,3
6719,力智,6,1,10,5,0,3,6,1,3
6721,信實,8,6,7,3,2,8,1,8,10
6727,亞泰金屬,5,9,7,6,4,9,5,8,8
6728,上洋,9,10,3,5,6,10,8,8,7
6732,昇佳電子,10,1,8,9,7,10,7,3,2
6733,博晟生醫,0,1,7,10,0,0,10,0,1
6735,美達科技,0,6,10,10,0,0,10,0,2
6741,91APP*-KY,10,1,10,4,10,8,10,4,1
6743,安普新,0,10,5,1,3,0,4,0,6
6747,亨泰光,10,3,8,3,10,10,10,5,2
6751,智聯服務,7,2,9,3,5,6,4,6,7
6752,叡揚,8,6,4,1,7,10,10,5,4
6753,龍德造船,1,7,2,0,7,1,3,1,5
6754,匯僑設計,7,5,7,9,5,8,5,10,9
6756,威鋒電子,10,1,10,7,5,8,9,2,2
6757,台灣虎航-創,1,5,1,7,9,1,7,1,2
6761,穩得,8,6,8,6,5,9,7,8,8
6762,達亞,9,7,1,0,9,7,9,2,1
6763,綠界科技,9,2,9,3,10,9,9,6,2
6767,台微醫,0,3,4,7,0,0,10,1,2
6768,志強-KY,6,4,4,2,2,4,3,6,9
6770,力積電,6,6,1,0,0,6,3,3,6
6776,展碁國際,6,9,8,3,2,10,1,10,10
6781,AES-KY,10,4,8,0,9,10,8,5,3
6782,視陽,1,6,3,4,7,1,8,1,2
6788,華景電,10,3,5,6,10,10,10,9,3
6789,采鈺,5,2,3,5,4,3,4,1,1
6790,永豐實,8,7,6,5,6,8,6,8,7
6791,虎門科技,1,2,7,3,8,1,8,1,3
6792,詠業,10,4,9,4,8,9,8,7,4
6796,晉弘,9,3,2,5,8,8,10,3,2
6799,來頡,10,1,10,3,10,9,9,3,2
6803,崑鼎,8,5,2,2,9,9,5,7,4
6804,明係,7,7,4,0,3,9,2,10,10
6805,富世達,1,1,6,10,8,1,5,1,1
6806,森崴能源,3,7,5,8,4,2,2,2,2
6807,峰源-KY,8,3,9,6,4,7,4,10,10
6811,宏碁資訊,9,3,8,8,5,10,3,5,6
6821,聯寶,1,2,4,2,5,1,8,1,4
6823,濾能,6,5,1,0,0,5,6,0,6
6829,千附精密,9,6,7,8,9,8,7,4,3
6830,汎銓,8,6,3,4,9,8,8,5,3
6834,天二科技,0,7,9,7,0,0,1,0,5
6835,圓裕,7,5,9,0,7,8,6,7,7
6840,東研信超,1,8,2,5,0,1,8,1,5
6841,長佳智能,1,1,10,10,0,1,10,1,1
6843,進典,1,8,3,0,9,1,8,1,5
6846,綠茵,1,2,7,8,9,1,10,1,4
6854,錼創科技-KY創,0,2,9,10,0,0,2,0,1
6855,數泓科,10,6,10,7,10,10,9,8,3
6856,鑫傳,1,1,10,4,10,1,10,1,2
6859,伯特光,1,2,6,4,9,1,7,1,2
6861,睿生光電,1,3,7,3,2,1,7,1,6
6863,永道-KY,1,1,9,7,8,1,7,1,1
6865,偉康科技,1,9,4,1,4,1,8,1,5
6869,雲豹能源-創,1,3,4,0,7,1,4,1,5
6870,騰雲,1,2,7,2,7,1,10,1,2
6873,泓德能源-創,9,3,2,0,7,10,5,6,4
6874,倍力,1,8,8,0,5,1,3,1,6
6877,鏵友益,1,4,2,0,3,1,9,1,4
6895,宏碩系統,1,2,10,0,9,1,9,1,1
6901,鑽石投資,1,1,10,0,10,1,10,1,1
6902,走著瞧-創,1,1,9,7,3,1,10,1,1
6922,宸曜,1,2,7,7,8,1,9,1,4
6933,AMAX-KY,1,10,5,0,4,1,4,1,1
7402,邑錡,8,1,9,10,4,6,8,2,3
7556,意德士,10,2,10,5,9,9,9,5,2
8011,台通,0,4,1,7,3,0,4,0,4
8016,矽創,10,2,8,8,8,10,8,7,5
8021,尖點,5,3,5,2,2,4,5,0,7
8024,佑華,0,1,8,8,0,0,8,0,5
8027,鈦昇,2,5,1,0,0,2,9,1,4
8028,昇陽半導體,5,9,1,0,5,6,6,5,4
8032,光菱,5,4,7,1,1,4,2,5,10
8033,雷虎,0,5,5,6,0,0,8,0,2
8034,榮群,7,4,9,10,7,5,9,5,3
8038,長園科,0,6,3,0,3,0,7,2,1
8039,台虹,6,8,3,8,4,6,5,4,7
8040,九暘,0,3,8,0,0,0,8,1,4
8042,金山電,1,4,3,8,2,1,4,1,7
8043,蜜望實,2,7,7,1,0,2,1,1,10
8044,網家,0,3,2,0,0,0,3,0,10
8046,南電,3,8,3,0,9,3,5,8,4
8047,星雲,0,7,10,2,0,0,6,0,9
8048,德勝,10,4,9,8,8,8,7,8,3
8049,晶采,10,1,9,0,9,9,7,10,5
8050,廣積,3,5,2,0,5,3,6,7,4
8054,安國,0,1,8,3,0,0,8,0,1
8059,凱碩,0,1,9,0,0,0,6,2,2
8064,東捷,3,4,5,0,2,4,5,6,8
8066,來思達,4,6,6,8,1,4,3,2,10
8067,志旭,0,6,5,3,0,0,9,0,4
8068,全達,0,6,7,10,0,0,2,0,4
8069,元太,10,1,5,0,10,8,10,4,2
8070,長華*,7,2,2,1,6,8,4,8,7
8071,能率網通,2,5,4,3,1,2,3,0,10
8072,陞泰,0,2,9,5,1,0,4,3,6
8074,鉅橡,4,5,5,7,3,4,4,10,7
8076,伍豐,2,3,6,0,5,1,7,4,3
8077,洛碁,0,10,1,8,4,0,5,0,5
8080,印鉐,0,5,10,0,3,0,3,4,8
8081,致新,10,2,8,4,9,9,9,8,4
8083,瑞穎,9,10,7,9,10,10,8,5,3
8084,巨虹,0,9,2,0,0,0,6,1,2
8085,福華,0,1,1,3,0,0,0,1,1
8086,宏捷科,7,6,7,10,0,4,2,0,1
8087,華鎂鑫,0,6,8,10,0,0,3,10,3
8088,品安,8,3,10,0,7,7,4,9,6
8089,康全電訊,0,4,4,9,0,0,5,0,5
8091,翔名,7,4,4,5,9,6,8,8,4
8092,建暐,0,9,4,0,1,0,4,1,5
8093,保銳,0,9,8,0,0,0,8,0,4
8096,擎亞,0,7,10,10,0,0,1,0,10
8097,常珵,0,1,9,0,0,0,4,1,4
8099,大世科,5,6,6,0,3,7,5,5,8
8101,華冠,0,10,5,0,0,0,0,0,8
8103,瀚荃,6,2,3,6,6,6,8,8,8
8104,錸寶,2,5,2,0,0,2,2,0,8
8105,凌巨,0,6,6,0,1,0,2,6,10
8107,大億金茂,1,4,1,2,0,1,2,0,6
8109,博大,10,2,6,1,10,10,9,9,3
8110,華東,2,6,3,3,0,2,0,0,9
8111,立碁,6,3,8,2,0,4,6,3,4
8112,至上,5,10,4,10,2,9,1,6,10
8114,振樺電,4,3,1,0,7,6,8,6,9
8121,越峰,0,8,1,6,0,0,1,0,6
8131,福懋科,9,2,7,2,3,8,2,6,6
8147,正淩,3,3,10,9,5,2,9,4,5
8150,南茂,7,6,1,5,5,7,3,6,7
8155,博智,9,8,10,2,4,9,4,3,5
8163,達方,5,5,4,0,3,7,4,10,10
8171,天宇,0,3,9,6,0,0,2,1,5
8176,智捷,0,6,8,6,0,0,7,0,4
8182,加高,5,4,3,6,2,4,3,2,7
8183,精星,5,10,8,5,6,6,4,10,9
8201,無敵,0,2,7,0,0,0,3,0,5
8210,勤誠,7,7,2,10,6,10,5,3,4
8213,志超,6,4,9,2,5,7,3,10,10
8215,明基材,4,10,2,5,3,6,4,6,9
8222,寶一,0,7,2,6,3,0,4,2,2
8227,巨有科技,1,3,9,5,9,1,8,1,1
8234,新漢,4,6,6,0,4,4,7,5,9
8240,華宏,4,5,5,4,2,4,3,7,10
8249,菱光,7,1,10,5,5,4,4,7,8
8255,朋程,6,4,4,7,4,6,6,5,3
8261,富鼎,6,2,10,4,6,6,6,4,4
8271,宇瞻,8,7,9,5,6,8,6,8,9
8277,商丞,0,5,4,0,0,0,3,0,4
8279,生展,8,9,5,4,8,9,8,8,5
8284,三竹,10,2,10,5,6,9,5,9,7
8289,泰藝,2,4,6,0,5,1,7,8,8
8291,尚茂,0,6,4,0,0,0,0,0,3
8299,群聯,10,5,6,9,4,9,7,2,5
8341,日友,9,8,1,0,9,10,9,4,3
8342,益張,8,5,6,8,6,9,5,7,7
8349,恒耀,4,8,2,7,3,5,4,5,9
8354,冠好,2,7,6,8,0,2,3,4,5
8358,金居,8,8,10,0,6,7,3,4,5
8367,建新國際,4,8,1,6,8,5,7,8,6
8374,羅昇,0,7,7,2,0,0,4,0,9
8383,千附,4,7,8,0,5,3,5,3,8
8390,金益鼎,6,4,8,5,5,6,3,10,7
8401,白紗科,4,6,6,8,5,3,6,9,9
8403,盛弘,6,4,3,4,2,4,4,2,8
8404,百和興業-KY,4,8,2,9,0,5,7,0,8
8409,商之器,0,4,8,2,0,0,10,0,5
8410,森田,4,4,5,5,9,3,8,8,4
8411,福貞-KY,0,9,2,9,2,0,2,3,10
8415,大國鋼,5,4,4,0,8,5,8,10,7
8416,實威,10,1,9,8,9,10,10,9,4
8420,明揚,6,5,4,0,9,7,6,0,8
8421,旭源,0,9,2,7,0,0,3,0,9
8422,可寧衛,9,9,1,0,10,10,9,7,3
8423,保綠-KY,5,8,1,7,5,4,6,6,6
8424,惠普,9,9,9,7,9,9,6,8,4
8426,紅木-KY,0,9,3,7,7,0,7,8,5
8429,金麗-KY,0,1,5,0,0,0,2,0,1
8431,匯鑽科,0,6,6,8,3,0,6,1,4
8432,東生華,8,1,10,10,7,4,10,3,3
8433,弘帆,8,3,4,6,8,8,7,10,6
8435,鉅邁,10,2,8,0,9,9,9,8,4
8436,大江,9,2,6,0,7,7,9,6,4
8437,大地-KY,7,5,9,0,10,5,10,6,4
8438,昶昕,4,5,4,0,2,3,2,4,10
8440,綠電,5,7,9,6,4,3,2,6,6
8442,威宏-KY,2,8,5,7,5,3,5,10,9
8443,阿瘦,0,7,3,0,1,0,10,0,9
8444,綠河-KY,0,10,1,7,0,0,2,0,8
8446,華研,10,1,7,4,10,10,10,9,2
8450,霹靂,0,2,2,0,0,0,3,0,4
8454,富邦媒,9,7,5,2,3,10,2,4,8
8455,大拓-KY,1,7,4,0,0,1,2,0,10
8462,柏文,1,10,1,6,3,1,5,1,4
8463,潤泰材,1,8,1,9,4,1,2,4,9
8464,億豐,10,4,6,5,10,10,10,7,3
8466,美吉吉-KY,3,7,1,6,0,3,3,0,8
8467,波力-KY,5,4,7,9,9,5,8,4,3
8472,夠麻吉,0,3,3,5,0,0,10,0,6
8473,山林水,1,6,3,3,7,1,4,0,7
8476,台境,0,7,7,5,10,0,9,10,6
8477,創業家,0,1,8,0,0,0,4,0,10
8478,東哥遊艇,4,6,2,7,10,5,9,8,2
8481,政伸,10,3,10,4,8,10,9,5,4
8482,商億-KY,10,8,9,0,8,10,8,7,6
8488,吉源-KY,0,9,8,9,1,0,1,0,10
8489,三貝德,0,2,4,4,1,0,9,0,8
8499,鼎炫-KY,10,1,9,0,9,10,9,10,4
8905,裕國,3,7,6,0,7,3,4,9,6
8906,花王,0,8,1,5,0,0,2,0,3
8908,欣雄,7,9,3,4,5,9,2,4,5
8916,光隆,6,7,6,1,6,7,4,9,9
8917,欣泰,8,4,1,3,9,8,6,4,3
8921,0,3,3,6,2,0,2,2,1,1
8923,時報,5,4,6,1,3,5,9,4,7
8924,大田,10,2,7,1,6,10,4,10,8
8926,台汽電,5,8,3,8,0,5,2,7,2
8927,北基,2,10,2,3,2,2,3,1,4
8928,鉅明,6,10,3,0,0,9,2,5,10
8929,富堡,0,1,6,7,0,0,4,0,6
8930,青鋼,4,8,2,9,9,4,7,9,5
8931,大汽電,5,8,1,0,7,6,4,7,5
8932,智通,0,6,4,7,8,0,8,1,1
8933,愛地雅,0,7,6,0,0,0,2,0,10
8935,邦泰,0,9,4,3,0,0,2,0,7
8936,國統,3,4,3,9,10,3,9,6,3
8937,合騏,0,4,3,0,0,0,3,3,2
8938,明安,7,5,4,2,6,9,4,7,10
8940,新天地,0,9,1,7,5,0,10,6,5
8941,關中,7,2,5,3,1,7,7,8,10
8942,森鉅,9,6,5,1,10,9,9,10,4
8996,高力,6,9,5,1,9,6,7,3,2
9802,鈺齊-KY,7,9,6,0,7,8,4,9,8
9902,台火,2,5,8,0,0,1,1,2,2
9904,寶成,4,5,3,0,2,4,6,9,10
9905,大華,6,3,7,5,4,5,2,7,9
9906,欣巴巴,0,10,5,0,9,0,7,10,5
9907,統一實,3,9,3,7,3,3,2,4,10
9908,大台北,8,2,3,1,9,5,6,8,2
9910,豐泰,9,9,3,3,4,10,5,4,6
9911,櫻花,10,6,7,6,8,10,8,8,5
9912,偉聯,0,7,10,0,0,0,9,0,7
9914,美利達,8,9,4,0,7,9,4,5,6
9917,中保科,9,6,2,2,8,10,8,6,3
9918,欣天然,6,6,2,4,8,6,7,5,3
9919,康那香,0,6,1,2,0,0,1,10,6
9921,巨大,7,7,4,0,5,9,5,6,9
9924,福興,9,5,6,2,7,8,5,10,8
9925,新保,9,1,7,2,7,6,8,7,5
9926,新海,8,3,2,2,9,8,7,6,3
9927,泰銘,7,3,7,8,7,5,3,10,7
9928,中視,0,10,1,0,0,0,2,0,7
9929,秋雨,0,5,1,2,0,0,2,2,4
9930,中聯資源,6,10,1,4,5,8,3,6,7
9931,欣高,5,7,2,1,8,6,4,4,3
9933,中鼎,3,4,3,5,3,4,1,6,10
9934,成霖,0,7,2,1,2,0,7,9,10
9935,慶豐富,3,10,1,1,2,5,4,3,9
9937,全國,6,10,3,1,2,9,2,4,8
9938,百和,6,8,2,8,6,8,7,4,8
9939,宏全,5,8,3,4,7,7,5,7,6
9940,信義,6,6,1,0,8,8,6,9,6
9941,裕融,3,10,9,3,9,9,10,8,4
9942,茂順,8,9,5,4,10,9,9,10,4
9943,好樂迪,8,5,3,0,10,8,10,8,2
9944,新麗,0,5,3,6,0,0,5,10,9
9945,潤泰新,7,10,2,9,8,8,6,7,3
9946,三發地產,2,9,3,0,5,2,6,1,3
9949,琉園,0,8,7,4,0,0,10,0,3
9950,萬國通,0,9,1,0,5,0,6,10,6
9951,皇田,8,4,8,4,5,8,6,9,8
9955,佳龍,0,10,2,7,0,0,1,0,5
9958,世紀鋼,2,8,1,9,6,3,3,2,2
9960,邁達康,6,2,4,0,7,6,8,10,8
9962,有益,2,9,10,0,3,2,2,10,10
